frame_id,image_path,timestamp,backend,n_detections,max_confidence,monitor_score,q95_threshold,q99_threshold,state_before,state_after,transition_reason,latency_ms
204,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002827.png,2026-07-17T12:01:18.932590+00:00,pytorch,5,0.91675,0.08325,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.35
205,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002850.png,2026-07-17T12:01:18.946595+00:00,pytorch,3,0.827585,0.172415,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.99
206,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002862.png,2026-07-17T12:01:18.962972+00:00,pytorch,3,0.868564,0.131436,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.9
207,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002865.png,2026-07-17T12:01:18.976956+00:00,pytorch,12,0.851218,0.148782,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.55
208,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002868.png,2026-07-17T12:01:18.992972+00:00,pytorch,1,0.836995,0.163005,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.12
209,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002880.png,2026-07-17T12:01:19.007973+00:00,pytorch,7,0.915362,0.084638,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.41
210,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002886.png,2026-07-17T12:01:19.022976+00:00,pytorch,2,0.927755,0.072245,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.2
211,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002890.png,2026-07-17T12:01:19.038006+00:00,pytorch,5,0.904615,0.095385,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.5
212,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002896.png,2026-07-17T12:01:19.052878+00:00,pytorch,8,0.940682,0.059318,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.51
213,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002963.png,2026-07-17T12:01:19.066878+00:00,pytorch,13,0.934272,0.065728,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.16
214,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002964.png,2026-07-17T12:01:19.080895+00:00,pytorch,19,0.946244,0.053756,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.18
215,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002971.png,2026-07-17T12:01:19.096896+00:00,pytorch,3,0.931216,0.068784,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.5
216,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002981.png,2026-07-17T12:01:19.111895+00:00,pytorch,4,0.932619,0.067381,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.24
217,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\002996.png,2026-07-17T12:01:19.126879+00:00,pytorch,12,0.936626,0.063374,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.72
218,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003009.png,2026-07-17T12:01:19.143890+00:00,pytorch,31,0.913994,0.086006,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.47
219,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003019.png,2026-07-17T12:01:19.159436+00:00,pytorch,12,0.925601,0.074399,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.42
220,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003020.png,2026-07-17T12:01:19.175431+00:00,pytorch,5,0.74292,0.25708,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.56
221,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003040.png,2026-07-17T12:01:19.190432+00:00,pytorch,8,0.909249,0.090751,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.25
222,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003043.png,2026-07-17T12:01:19.206431+00:00,pytorch,14,0.92234,0.07766,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.93
223,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003052.png,2026-07-17T12:01:19.222431+00:00,pytorch,5,0.902079,0.097921,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.67
224,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003054.png,2026-07-17T12:01:19.238475+00:00,pytorch,7,0.792817,0.207183,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.43
225,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003058.png,2026-07-17T12:01:19.254002+00:00,pytorch,4,0.909949,0.090051,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.19
226,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003066.png,2026-07-17T12:01:19.270007+00:00,pytorch,8,0.930568,0.069432,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.22
227,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003071.png,2026-07-17T12:01:19.287003+00:00,pytorch,20,0.708094,0.291906,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.54
228,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003081.png,2026-07-17T12:01:19.301986+00:00,pytorch,2,0.937612,0.062388,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.52
229,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003085.png,2026-07-17T12:01:19.318002+00:00,pytorch,1,0.820157,0.179843,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.41
230,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003120.png,2026-07-17T12:01:19.333008+00:00,pytorch,46,0.916356,0.083644,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.88
231,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003123.png,2026-07-17T12:01:19.348529+00:00,pytorch,4,0.848187,0.151813,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.3
232,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003142.png,2026-07-17T12:01:19.363547+00:00,pytorch,6,0.890449,0.109551,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.16
233,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003151.png,2026-07-17T12:01:19.379721+00:00,pytorch,7,0.921183,0.078817,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.24
234,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003162.png,2026-07-17T12:01:19.395718+00:00,pytorch,1,0.880453,0.119547,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.01
235,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003163.png,2026-07-17T12:01:19.412719+00:00,pytorch,33,0.926338,0.073662,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.15
236,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003169.png,2026-07-17T12:01:19.429718+00:00,pytorch,36,0.938416,0.061584,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.4
237,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003173.png,2026-07-17T12:01:19.446734+00:00,pytorch,6,0.925044,0.074956,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.14
238,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003210.png,2026-07-17T12:01:19.463302+00:00,pytorch,2,0.92626,0.07374,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.54
239,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003237.png,2026-07-17T12:01:19.479302+00:00,pytorch,32,0.902367,0.097633,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.63
240,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003255.png,2026-07-17T12:01:19.493306+00:00,pytorch,8,0.925147,0.074853,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.67
241,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003261.png,2026-07-17T12:01:19.508290+00:00,pytorch,6,0.859583,0.140417,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.79
242,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003266.png,2026-07-17T12:01:19.523290+00:00,pytorch,2,0.915886,0.084114,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.31
243,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003283.png,2026-07-17T12:01:19.537407+00:00,pytorch,15,0.934389,0.065611,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.67
244,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003311.png,2026-07-17T12:01:19.556083+00:00,pytorch,20,0.887022,0.112978,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.79
245,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003318.png,2026-07-17T12:01:19.571084+00:00,pytorch,2,0.896362,0.103638,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.77
246,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003343.png,2026-07-17T12:01:19.585086+00:00,pytorch,7,0.912803,0.087197,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.32
247,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003358.png,2026-07-17T12:01:19.600088+00:00,pytorch,8,0.936128,0.063872,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.65
248,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003392.png,2026-07-17T12:01:19.614200+00:00,pytorch,9,0.937766,0.062234,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.34
249,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003399.png,2026-07-17T12:01:19.629146+00:00,pytorch,5,0.900736,0.099264,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.35
250,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003407.png,2026-07-17T12:01:19.644207+00:00,pytorch,20,0.933501,0.066499,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.91
251,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003409.png,2026-07-17T12:01:19.659277+00:00,pytorch,19,0.942147,0.057853,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.1
252,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003433.png,2026-07-17T12:01:19.675283+00:00,pytorch,2,0.933104,0.066896,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.57
253,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003475.png,2026-07-17T12:01:19.690288+00:00,pytorch,2,0.928797,0.071203,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.69
254,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003496.png,2026-07-17T12:01:19.706283+00:00,pytorch,4,0.876762,0.123238,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.9
255,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003516.png,2026-07-17T12:01:19.721283+00:00,pytorch,3,0.92958,0.07042,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.6
256,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003523.png,2026-07-17T12:01:19.736319+00:00,pytorch,2,0.870033,0.129967,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.93
257,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003524.png,2026-07-17T12:01:19.752566+00:00,pytorch,4,0.929792,0.070208,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.72
258,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003527.png,2026-07-17T12:01:19.768585+00:00,pytorch,4,0.948879,0.051121,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.34
259,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003528.png,2026-07-17T12:01:19.784567+00:00,pytorch,13,0.863877,0.136123,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.83
260,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003539.png,2026-07-17T12:01:19.801566+00:00,pytorch,5,0.887332,0.112668,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.1
261,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003573.png,2026-07-17T12:01:19.816568+00:00,pytorch,4,0.877543,0.122457,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.36
262,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003577.png,2026-07-17T12:01:19.831567+00:00,pytorch,23,0.927689,0.072311,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.07
263,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003585.png,2026-07-17T12:01:19.849957+00:00,pytorch,20,0.899986,0.100014,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.46
264,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003599.png,2026-07-17T12:01:19.864922+00:00,pytorch,35,0.924838,0.075162,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.69
265,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003609.png,2026-07-17T12:01:19.882939+00:00,pytorch,12,0.944024,0.055976,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,17.55
266,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003621.png,2026-07-17T12:01:19.898921+00:00,pytorch,22,0.931153,0.068847,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.8
267,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003629.png,2026-07-17T12:01:19.914940+00:00,pytorch,3,0.852196,0.147804,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.29
268,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003632.png,2026-07-17T12:01:19.929941+00:00,pytorch,14,0.933699,0.066301,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.04
269,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003633.png,2026-07-17T12:01:19.943948+00:00,pytorch,21,0.927911,0.072089,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.5
270,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003634.png,2026-07-17T12:01:19.959517+00:00,pytorch,3,0.91369,0.08631,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.52
271,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003642.png,2026-07-17T12:01:19.974508+00:00,pytorch,53,0.936718,0.063282,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.84
272,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003658.png,2026-07-17T12:01:19.988618+00:00,pytorch,6,0.914281,0.085719,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.13
273,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003674.png,2026-07-17T12:01:20.005503+00:00,pytorch,11,0.933517,0.066483,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.71
274,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003677.png,2026-07-17T12:01:20.021501+00:00,pytorch,16,0.919781,0.080219,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.05
275,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003680.png,2026-07-17T12:01:20.036531+00:00,pytorch,1,0.847622,0.152378,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.8
276,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003684.png,2026-07-17T12:01:20.050609+00:00,pytorch,13,0.933996,0.066004,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.06
277,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003690.png,2026-07-17T12:01:20.065626+00:00,pytorch,21,0.930319,0.069681,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.5
278,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003695.png,2026-07-17T12:01:20.080085+00:00,pytorch,36,0.951133,0.048867,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.54
279,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003702.png,2026-07-17T12:01:20.094084+00:00,pytorch,3,0.920609,0.079391,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,13.97
280,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003715.png,2026-07-17T12:01:20.110195+00:00,pytorch,13,0.921369,0.078631,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.63
281,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003725.png,2026-07-17T12:01:20.124177+00:00,pytorch,17,0.938009,0.061991,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.68
282,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003743.png,2026-07-17T12:01:20.139205+00:00,pytorch,1,0.370773,0.629227,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.69
283,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003744.png,2026-07-17T12:01:20.153757+00:00,pytorch,22,0.954305,0.045695,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.39
284,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003749.png,2026-07-17T12:01:20.168757+00:00,pytorch,28,0.933238,0.066762,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.34
285,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003752.png,2026-07-17T12:01:20.184757+00:00,pytorch,1,0.889398,0.110602,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.11
286,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003764.png,2026-07-17T12:01:20.199757+00:00,pytorch,12,0.93334,0.06666,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.12
287,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003769.png,2026-07-17T12:01:20.215775+00:00,pytorch,2,0.942572,0.057428,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.81
288,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003777.png,2026-07-17T12:01:20.231781+00:00,pytorch,4,0.806181,0.193819,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.56
289,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003784.png,2026-07-17T12:01:20.246787+00:00,pytorch,6,0.926074,0.073926,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.48
290,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003800.png,2026-07-17T12:01:20.262296+00:00,pytorch,10,0.926539,0.073461,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.1
291,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003811.png,2026-07-17T12:01:20.277295+00:00,pytorch,8,0.921612,0.078388,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.06
292,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003836.png,2026-07-17T12:01:20.292282+00:00,pytorch,21,0.902885,0.097115,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.48
293,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003841.png,2026-07-17T12:01:20.307376+00:00,pytorch,2,0.891086,0.108914,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.12
294,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003846.png,2026-07-17T12:01:20.322743+00:00,pytorch,8,0.904895,0.095105,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.44
295,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003850.png,2026-07-17T12:01:20.338751+00:00,pytorch,9,0.942895,0.057105,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.49
296,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003862.png,2026-07-17T12:01:20.355318+00:00,pytorch,2,0.923023,0.076977,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.23
297,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003868.png,2026-07-17T12:01:20.370300+00:00,pytorch,1,0.583276,0.416724,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.34
298,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003923.png,2026-07-17T12:01:20.386889+00:00,pytorch,13,0.940391,0.059609,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,16.49
299,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003947.png,2026-07-17T12:01:20.402894+00:00,pytorch,1,0.849001,0.150999,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,15.13
300,D:\Pruthu\cv projects\research\Safety-Monitored Edge Perception for ADAS\data\processed\kitti_yolo\images\val\003950.png,2026-07-17T12:01:20.416898+00:00,pytorch,6,0.929338,0.070662,0.186212,0.3727595999999983,NOMINAL,NOMINAL,no_change,14.51
